Season,Episode,Episode Title,Scene,Name,Speaker,House of Speaker,Listener,House of Listener,Interaction,Interaction type,Interaction Score,Interaction Result
Season 1,Episode 1,Winter is Coming,Scene 7,jaime lannister,Jaime Lannister,Lannister,Tyrion Lannister,Lannister,"A family trait. Now, the Starks are feasting us at sundown. Don't leave me alone with these people.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 7,tyrion lannister,Tyrion Lannister,Lannister,Jaime Lannister,Lannister,"I'm sorry, I've begun the feast a bit early. And this is the first of many courses.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 7,jaime lannister,Jaime Lannister,Lannister,Tyrion Lannister,Lannister,"I thought you might say that. But since we're short on time, Come on, girls. See you at sundown.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 7,tyrion lannister,Tyrion Lannister,Lannister,Jaime Lannister,Lannister,Close the door!,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 8,robert baratheon,Robert Baratheon,Baratheon,Eddard Stark,Stark,Did you have to bury her in a place like this? She should be on a hill somewhere with the sun and the clouds above her.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 8,eddard stark,Eddard Stark,Stark,Robert Baratheon,Baratheon,She was my sister. This is where she belongs.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 8,robert baratheon,Robert Baratheon,Baratheon,Robert Baratheon,Baratheon,She belonged with me.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 8,robert baratheon,Robert Baratheon,Baratheon,Eddard Stark,Stark,"In my dreams, I kill him every night.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 8,eddard stark,Eddard Stark,Stark,Robert Baratheon,Baratheon,"It's done, Your Grace. The Targaryens are gone.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 8,robert baratheon,Robert Baratheon,Baratheon,Eddard Stark,Stark,Not all of them.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Viserys Targaryen,Targaryan,Daenerys!,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Daenerys Targaryen,Targaryan,Daenerys! There's our bride to be! Look – a gift from Illyrio. Touch it. Come on. Feel the fabric. Mmmm. Isn't he a gracious host?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryan,Viserys Targaryen,Targaryan,We've been his guests for over a year and he's never asked us for anything.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Daenerys Targaryen,Targaryan,"Illyrio is no fool. He knows I won't forget my friends when I come into my throne. You still slouch. Let me see. You have a woman's body now. I need you to be perfect today. Can you do that for me? You don't want to wake the dragon, do you?",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryan,Viserys Targaryen,Targaryan,No.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Maid,Dothraki Servant,"When they write the history of my reign, sweet sister, they will say it began today.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,maid,Maid,Dothraki Servant,Viserys Targaryen,Targaryan,"It's too hot, my lady.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Illyrio,Magister,Where is he?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,illyrio,Illyrio,Magister,Illyrio,Magister,The Dothraki are not known for their punctuality.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,illyrio,Illyrio,Magister,Viserys Targaryen,Targaryan,"May I present my honored guests? Viserys of House Targaryen, the third of his name. The rightful King of the Andals and the First Men. And his sister, Daenerys, of the House Targaryen.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Illyrio,Magister,"Do you see how long his hair is? When Dothraki are defeated in combat, they cut off their braid so the whole world can see their shame. Khal Drogo has never been defeated. He's a savage, of course, but he's one of the finest killers alive. And you will be his queen.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,illyrio,Illyrio,Magister,Viserys Targaryen,Targaryan,"Come forward, my dear.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Illyrio,Magister,Where's he going?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,illyrio,Illyrio,Magister,Viserys Targaryen,Targaryan,The ceremony is over.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Illyrio,Magister,But he didn't say anything. Did he like her?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,illyrio,Illyrio,Magister,Illyrio,Magister,"Trust me, Your Grace. If he didn't like her, we'd know.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,illyrio,Illyrio,Magister,Viserys Targaryen,Targaryan,It won't be long now. Soon you will cross the Narrow Sea and take back your father's throne. The people drink secret toasts to your health. They cry out for their true king.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Illyrio,Magister,When will they be married?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,illyrio,Illyrio,Magister,Viserys Targaryen,Targaryan,Soon. The Dothraki never stay still for long.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Illyrio,Magister,Is it true they lie with their horses?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,illyrio,Illyrio,Magister,Viserys Targaryen,Targaryan,I wouldn't ask Khal Drogo.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Illyrio,Magister,Do you take me for a fool?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,illyrio,Illyrio,Magister,Viserys Targaryen,Targaryan,I take you for a king. Kings lack the caution of common men. My apologies if I've given offense.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Daenerys Targaryen,Targaryan,I know how to play a man like Drogo. I give him a queen and he gives me an army.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryan,Viserys Targaryen,Targaryan,I don't want to be his queen. I want to go home.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Daenerys Targaryen,Targaryan,"So do I. I want us both to go home. But they took it from us. So tell me, sweet sister, how do we go home?",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,daenerys targaryen,Daenerys Targaryen,Targaryan,Viserys Targaryen,Targaryan,I don't know.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 9,viserys targaryen,Viserys Targaryen,Targaryan,Daenerys Targaryen,Targaryan,"We go home with an army. With Khal Drogo's army. I would let his whole tribe fuck you, all 40,000 men and their horses too, if that's what it took.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,sansa stark,Sansa Stark,Stark,Catelyn Stark,Stark,Do you think Joffrey will like me? What if he thinks I'm ugly?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,catelyn stark,Catelyn Stark,Stark,Sansa Stark,Stark,Then he is the stupidest prince that ever lived.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,sansa stark,Sansa Stark,Stark,Sansa Stark,Stark,He's so handsome.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,sansa stark,Sansa Stark,Stark,Catelyn Stark,Stark,When would we be married? Soon or do we have to wait?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,catelyn stark,Catelyn Stark,Stark,Sansa Stark,Stark,Hush now. Your father hasn't even said yes.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,sansa stark,Sansa Stark,Stark,Catelyn Stark,Stark,Why would he say no? He'd be the second most powerful man in the kingdoms.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,catelyn stark,Catelyn Stark,Stark,Sansa Stark,Stark,He'd have to leave home. He'd have to leave me. And so would you.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,sansa stark,Sansa Stark,Stark,Catelyn Stark,Stark,You left your home to come here. And I'd be queen someday. Please make father say yes.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,catelyn stark,Catelyn Stark,Stark,Sansa Stark,Stark,Sansa…,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 10,sansa stark,Sansa Stark,Stark,Catelyn Stark,Stark,"Please, please. It's the only thing I ever wanted.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryan,Is he dead yet?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Benjen Stark,Stark,Uncle Benjen!,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryan,You got bigger. I rode all day. Didn't want to leave you alone with the Lannisters. Why aren't you at the feast?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Benjen Stark,Stark,Lady Stark thought it might insult the royal family to seat a bastard in their midst.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryan,"Well, you're always welcome on the wall. No bastard was ever refused a seat there.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Benjen Stark,Stark,So take me with you when you go back.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryan,Jon…,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Benjen Stark,Stark,"Father will let me if you ask him, I know he will.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryan,The Wall isn't going anywhere.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Benjen Stark,Stark,I'm ready to swear your oath.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,benjen stark,Benjen Stark,Stark,Jon Snow,Targaryan,You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Benjen Stark,Stark,I don't care about that.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,benjen stark,Benjen Stark,Stark,Tyrion Lannister,Lannister,"You might, if you knew what it meant. … I'd better get inside. Rescue your father from his guests. We'll talk later.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Targaryan,Your uncle's in the Night's Watch.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Tyrion Lannister,Lannister,What're you doing back there?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Targaryan,Preparing for a night with your family. I've always wanted to see the Wall.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Tyrion Lannister,Lannister,You're Tyrion Lannister. The queen's brother?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,tyrion lannister,Tyrion Lannister,Lannister,Tyrion Lannister,Lannister,"My greatest accomplishment. You – you're Ned Stark's bastard, aren't you?",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Targaryan,"Did I offend you? Sorry. You are the bastard, though.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Tyrion Lannister,Lannister,Lord Eddard Stark is my father.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,tyrion lannister,Tyrion Lannister,Lannister,Jon Snow,Targaryan,"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,jon snow,Jon Snow,Targaryan,Tyrion Lannister,Lannister,What the hell do you know about being a bastard?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,tyrion lannister,Tyrion Lannister,Lannister,Benjen Stark,Stark,All dwarves are bastards in their fathers' eyes.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 11,benjen stark,Benjen Stark,Stark,Tyrion Lannister,Lannister,You at a feast -- It's like a bear in a trap.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,eddard stark,Eddard Stark,Stark,Benjen Stark,Stark,The boy I beheaded. Did you know him?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,benjen stark,Benjen Stark,Stark,Eddard Stark,Stark,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,eddard stark,Eddard Stark,Stark,Benjen Stark,Stark,He was talking madness. Said the Walkers slaughtered his friends.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,benjen stark,Benjen Stark,Stark,Eddard Stark,Stark,The two he was with are still missing.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,eddard stark,Eddard Stark,Stark,Benjen Stark,Stark,A wildling ambush.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,benjen stark,Benjen Stark,Stark,Eddard Stark,Stark,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,eddard stark,Eddard Stark,Stark,Robb Stark,Stark,Winter is coming.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,robb stark,Robb Stark,Stark,Benjen Stark,Stark,Uncle Benjen.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,benjen stark,Benjen Stark,Stark,Robb Stark,Stark,Robb boy. How are ye?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 12,robb stark,Robb Stark,Stark,Benjen,Stark,I'm good.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,catelyn stark,Catelyn Stark,Stark,Cersei Lannister,Lannister,"Is this your first time in the North, Your Grace?",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,cersei lannister,Cersei Lannister,Lannister,Catelyn Stark,Stark,Yes. Lovely country.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,catelyn stark,Catelyn Stark,Stark,Cersei Lannister,Lannister,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,cersei lannister,Cersei Lannister,Lannister,Sansa Stark,Stark,"Hello, little dove. But you are a beauty. How old are you?",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,sansa stark,Sansa Stark,Stark,Cersei Lannister,Lannister,"Thirteen, Your Grace.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,cersei lannister,Cersei Lannister,Lannister,Sansa Stark,Stark,You're tall. Still growing?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,sansa stark,Sansa Stark,Stark,Cersei Lannister,Lannister,"I think so, Your Grace.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,cersei lannister,Cersei Lannister,Lannister,Sansa Stark,Stark,And have you bled yet?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,sansa stark,Sansa Stark,Stark,Cersei Lannister,Lannister,"No, Your Grace.",Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,cersei lannister,Cersei Lannister,Lannister,Cersei Lannister,Lannister,And your dress. Did you make it?,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,cersei lannister,Cersei Lannister,Lannister,Cersei Lannister,Lannister,Such talent. You must make something for me.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,cersei lannister,Cersei Lannister,Lannister,Catelyn Stark,Stark,I hear we might share a grandchild someday.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,catelyn stark,Catelyn Stark,Stark,Cersei Lannister,Lannister,I hear the same.,Conversation,1,NA
Season 1,Episode 1,Winter is Coming,Scene 13,cersei lannister,Cersei Lannister,Lannister,Eddard Stark,Stark,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,Conversation,1,NA
